date,year,week,ili_fmc,ili_pmp,pos_total,ili_plus,in_covid_window,suppression_flag,ili_plus_raw,ili_plus_imputed,ili_plus_spline,ili_plus_linear,imputation_note
2022-10-15,2022.0,42.0,0.8,11.9,0.0027,2.1600000000000003e-05,False,False,2.1600000000000003e-05,2.1600000000000003e-05,2.1600000000000003e-05,2.1600000000000003e-05,Observed
2022-10-22,2022.0,43.0,0.7,18.2,0.0006,4.2e-06,False,False,4.2e-06,4.2e-06,4.2e-06,4.2e-06,Observed
2022-10-29,2022.0,44.0,0.7,15.8,0.0064,4.48e-05,False,False,4.48e-05,4.48e-05,4.48e-05,4.48e-05,Observed
2022-11-05,2022.0,45.0,0.6,17.7,0.0075,4.5e-05,False,False,4.5e-05,4.5e-05,4.5e-05,4.5e-05,Observed
2022-11-12,2022.0,46.0,0.8,13.8,0.0094,7.520000000000001e-05,False,False,7.520000000000001e-05,7.520000000000001e-05,7.520000000000001e-05,7.520000000000001e-05,Observed
2022-11-19,2022.0,47.0,0.6,19.8,0.0095,5.699999999999999e-05,False,False,5.699999999999999e-05,5.699999999999999e-05,5.699999999999999e-05,5.699999999999999e-05,Observed
2022-11-26,2022.0,48.0,0.5,20.1,0.008,4e-05,False,False,4e-05,4e-05,4e-05,4e-05,Observed
2022-12-03,2022.0,49.0,0.6,13.3,0.0072,4.32e-05,False,False,4.32e-05,4.32e-05,4.32e-05,4.32e-05,Observed
2022-12-10,2022.0,50.0,0.6,29.1,0.0052,3.12e-05,False,False,3.12e-05,3.12e-05,3.12e-05,3.12e-05,Observed
2022-12-17,2022.0,51.0,0.3,30.4,0.0015,4.5e-06,False,False,4.5e-06,4.5e-06,4.5e-06,4.5e-06,Observed
2022-12-24,2022.0,52.0,0.6,38.7,0.0075,4.5e-05,False,False,4.5e-05,4.5e-05,4.5e-05,4.5e-05,Observed
2022-12-31,2022.0,53.0,0.3,9.9,0.0061,1.83e-05,False,False,1.83e-05,1.83e-05,1.83e-05,1.83e-05,Observed
2023-01-07,2023.0,1.0,0.5,18.0,0.0066,3.3e-05,False,False,3.3e-05,3.3e-05,3.3e-05,3.3e-05,Observed
2023-01-14,2023.0,2.0,0.9,24.4,0.007,6.300000000000001e-05,False,False,6.300000000000001e-05,6.300000000000001e-05,6.300000000000001e-05,6.300000000000001e-05,Observed
2023-01-21,2023.0,3.0,0.3,15.4,0.0071,2.13e-05,False,False,2.13e-05,2.13e-05,2.13e-05,2.13e-05,Observed
2023-01-28,2023.0,4.0,1.2,16.9,0.0109,0.0001307999999999,False,False,0.0001307999999999,0.0001307999999999,0.0001307999999999,0.0001307999999999,Observed
2023-02-04,2023.0,5.0,0.8,26.7,0.0129,0.0001032,False,False,0.0001032,0.0001032,0.0001032,0.0001032,Observed
2023-02-11,2023.0,6.0,0.7,32.4,0.0085,5.95e-05,False,False,5.95e-05,5.95e-05,5.95e-05,5.95e-05,Observed
2023-02-18,2023.0,7.0,1.2,30.6,0.0116,0.0001391999999999,False,False,0.0001391999999999,0.0001391999999999,0.0001391999999999,0.0001391999999999,Observed
2023-02-25,2023.0,8.0,0.8,25.7,0.0063,5.0400000000000005e-05,False,False,5.0400000000000005e-05,5.0400000000000005e-05,5.0400000000000005e-05,5.0400000000000005e-05,Observed
2023-03-04,2023.0,9.0,1.3,20.9,0.0075,9.75e-05,False,False,9.75e-05,9.75e-05,9.75e-05,9.75e-05,Observed
2023-03-11,2023.0,10.0,1.5,31.1,0.0169,0.0002535,False,False,0.0002535,0.0002535,0.0002535,0.0002535,Observed
2023-03-18,2023.0,11.0,1.3,30.7,0.0355,0.0004614999999999,False,False,0.0004614999999999,0.0004614999999999,0.0004614999999999,0.0004614999999999,Observed
2023-03-25,2023.0,12.0,1.5,28.5,0.0614,0.000921,False,False,0.000921,0.000921,0.000921,0.000921,Observed
2023-04-01,2023.0,13.0,1.7,42.0,0.1039,0.0017663,False,False,0.0017663,0.0017663,0.0017663,0.0017663,Observed
2023-04-08,2023.0,14.0,1.4,31.0,0.1441,0.0020174,False,False,0.0020174,0.0020174,0.0020174,0.0020174,Observed
2023-04-15,2023.0,15.0,3.0,48.5,0.1745,0.0052349999999999,False,False,0.0052349999999999,0.0052349999999999,0.0052349999999999,0.0052349999999999,Observed
2023-04-22,2023.0,16.0,3.3,45.0,0.182,0.006006,False,False,0.006006,0.006006,0.006006,0.006006,Observed
2023-04-29,2023.0,17.0,5.2,49.3,0.1476,0.0076752,False,False,0.0076752,0.0076752,0.0076752,0.0076752,Observed
2023-05-06,2023.0,18.0,3.8,56.8,0.0989,0.0037582,False,False,0.0037582,0.0037582,0.0037582,0.0037582,Observed
2023-05-13,2023.0,19.0,3.4,45.5,0.064,0.002176,False,False,0.002176,0.002176,0.002176,0.002176,Observed
2023-05-20,2023.0,20.0,3.1,41.6,0.0383,0.0011873,False,False,0.0011873,0.0011873,0.0011873,0.0011873,Observed
2023-05-27,2023.0,21.0,2.3,35.7,0.0221,0.0005082999999999,False,False,0.0005082999999999,0.0005082999999999,0.0005082999999999,0.0005082999999999,Observed
2023-06-03,2023.0,22.0,2.0,45.8,0.0187,0.000374,False,False,0.000374,0.000374,0.000374,0.000374,Observed
2023-06-10,2023.0,23.0,1.9,27.7,0.0153,0.0002907,False,False,0.0002907,0.0002907,0.0002907,0.0002907,Observed
2023-06-17,2023.0,24.0,2.1,35.9,0.0185,0.0003885,False,False,0.0003885,0.0003885,0.0003885,0.0003885,Observed
2023-06-24,2023.0,25.0,2.2,39.2,0.0265,0.000583,False,False,0.000583,0.000583,0.000583,0.000583,Observed
2023-07-01,2023.0,26.0,2.1,32.3,0.0313,0.0006573,False,False,0.0006573,0.0006573,0.0006573,0.0006573,Observed
2023-07-08,2023.0,27.0,2.6,33.4,0.0571,0.0014846,False,False,0.0014846,0.0014846,0.0014846,0.0014846,Observed
2023-07-15,2023.0,28.0,3.2,24.7,0.077,0.002464,False,False,0.002464,0.002464,0.002464,0.002464,Observed
2023-07-22,2023.0,29.0,2.3,33.9,0.0857,0.0019711,False,False,0.0019711,0.0019711,0.0019711,0.0019711,Observed
2023-07-29,2023.0,30.0,3.1,29.2,0.0864,0.0026784,False,False,0.0026784,0.0026784,0.0026784,0.0026784,Observed
2023-08-05,2023.0,31.0,3.0,10.4,0.0831,0.0024929999999999,False,False,0.0024929999999999,0.0024929999999999,0.0024929999999999,0.0024929999999999,Observed
2023-08-12,2023.0,32.0,3.8,14.0,0.0869,0.0033022,False,False,0.0033022,0.0033022,0.0033022,0.0033022,Observed
2023-08-19,2023.0,33.0,4.2,32.8,0.0983,0.0041286,False,False,0.0041286,0.0041286,0.0041286,0.0041286,Observed
2023-08-26,2023.0,34.0,5.6,56.5,0.106,0.0059359999999999,False,False,0.0059359999999999,0.0059359999999999,0.0059359999999999,0.0059359999999999,Observed
2023-09-02,2023.0,35.0,7.4,42.1,0.1296,0.0095903999999999,False,False,0.0095903999999999,0.0095903999999999,0.0095903999999999,0.0095903999999999,Observed
2023-09-09,2023.0,36.0,4.3,47.7,0.1279,0.0054997,False,False,0.0054997,0.0054997,0.0054997,0.0054997,Observed
2023-09-16,2023.0,37.0,5.0,52.6,0.1159,0.005795,False,False,0.005795,0.005795,0.005795,0.005795,Observed
2023-09-23,2023.0,38.0,10.1,88.4,0.1353,0.0136653,False,False,0.0136653,0.0136653,0.0136653,0.0136653,Observed
2023-09-30,2023.0,39.0,11.3,57.1,0.1494,0.0168822,False,False,0.0168822,0.0168822,0.0168822,0.0168822,Observed
2023-10-07,2023.0,40.0,10.6,42.5,0.133,0.014098,False,False,0.014098,0.014098,0.014098,0.014098,Observed
2023-10-14,2023.0,41.0,7.6,40.1,0.0953,0.0072428,False,False,0.0072428,0.0072428,0.0072428,0.0072428,Observed
2023-10-21,2023.0,42.0,7.2,39.7,0.0646,0.0046512,False,False,0.0046512,0.0046512,0.0046512,0.0046512,Observed
2023-10-28,2023.0,43.0,6.4,40.2,0.0544,0.0034816,False,False,0.0034816,0.0034816,0.0034816,0.0034816,Observed
2023-11-04,2023.0,44.0,5.4,35.5,0.0424,0.0022896,False,False,0.0022896,0.0022896,0.0022896,0.0022896,Observed
2023-11-11,2023.0,45.0,5.5,40.9,0.0369,0.0020295,False,False,0.0020295,0.0020295,0.0020295,0.0020295,Observed
2023-11-18,2023.0,46.0,5.5,45.6,0.0356,0.0019579999999999,False,False,0.0019579999999999,0.0019579999999999,0.0019579999999999,0.0019579999999999,Observed
2023-11-25,2023.0,47.0,5.3,37.0,0.0392,0.0020775999999999,False,False,0.0020775999999999,0.0020775999999999,0.0020775999999999,0.0020775999999999,Observed
2023-12-02,2023.0,48.0,5.4,39.1,0.0452,0.0024408,False,False,0.0024408,0.0024408,0.0024408,0.0024408,Observed
2023-12-09,2023.0,49.0,6.0,34.4,0.0376,0.002256,False,False,0.002256,0.002256,0.002256,0.002256,Observed
2023-12-16,2023.0,50.0,5.4,44.4,0.049,0.002646,False,False,0.002646,0.002646,0.002646,0.002646,Observed
2023-12-23,2023.0,51.0,6.4,14.6,0.057,0.003648,False,False,0.003648,0.003648,0.003648,0.003648,Observed
2023-12-30,2023.0,52.0,7.4,35.3,0.0849,0.0062826,False,False,0.0062826,0.0062826,0.0062826,0.0062826,Observed
2024-01-06,2024.0,1.0,10.1,48.3,0.1177,0.0118877,False,False,0.0118877,0.0118877,0.0118877,0.0118877,Observed
2024-01-13,2024.0,2.0,9.0,61.7,0.1067,0.009603,False,False,0.009603,0.009603,0.009603,0.009603,Observed
2024-01-20,2024.0,3.0,7.9,55.8,0.0691,0.0054589,False,False,0.0054589,0.0054589,0.0054589,0.0054589,Observed
2024-01-27,2024.0,4.0,7.1,33.8,0.049,0.003479,False,False,0.003479,0.003479,0.003479,0.003479,Observed
2024-02-03,2024.0,5.0,8.1,44.4,0.0522,0.0042282,False,False,0.0042282,0.0042282,0.0042282,0.0042282,Observed
2024-02-10,2024.0,6.0,7.6,37.8,0.0638,0.0048487999999999,False,False,0.0048487999999999,0.0048487999999999,0.0048487999999999,0.0048487999999999,Observed
2024-02-17,2024.0,7.0,10.3,54.3,0.066,0.006798,False,False,0.006798,0.006798,0.006798,0.006798,Observed
2024-02-24,2024.0,8.0,10.7,49.2,0.0677,0.0072438999999999,False,False,0.0072438999999999,0.0072438999999999,0.0072438999999999,0.0072438999999999,Observed
2024-03-02,2024.0,9.0,8.8,37.2,0.0685,0.006028,False,False,0.006028,0.006028,0.006028,0.006028,Observed
2024-03-09,2024.0,10.0,8.1,59.9,0.0593,0.0048033,False,False,0.0048033,0.0048033,0.0048033,0.0048033,Observed
2024-03-16,2024.0,11.0,10.1,55.5,0.0674,0.0068074,False,False,0.0068074,0.0068074,0.0068074,0.0068074,Observed
2024-03-23,2024.0,12.0,8.4,55.2,0.0594,0.0049896,False,False,0.0049896,0.0049896,0.0049896,0.0049896,Observed
2024-03-30,2024.0,13.0,6.7,44.9,0.0563,0.0037721,False,False,0.0037721,0.0037721,0.0037721,0.0037721,Observed
2024-04-06,2024.0,14.0,7.1,49.7,0.0587,0.0041677,False,False,0.0041677,0.0041677,0.0041677,0.0041677,Observed
2024-04-13,2024.0,15.0,8.2,57.0,0.0877,0.0071913999999999,False,False,0.0071913999999999,0.0071913999999999,0.0071913999999999,0.0071913999999999,Observed
2024-04-20,2024.0,16.0,9.2,38.2,0.0977,0.0089883999999999,False,False,0.0089883999999999,0.0089883999999999,0.0089883999999999,0.0089883999999999,Observed
2024-04-27,2024.0,17.0,10.3,47.2,0.1063,0.0109489,False,False,0.0109489,0.0109489,0.0109489,0.0109489,Observed
2024-05-04,2024.0,18.0,14.1,61.2,0.1455,0.0205155,False,False,0.0205155,0.0205155,0.0205155,0.0205155,Observed
2024-05-11,2024.0,19.0,14.8,77.1,0.1516,0.0224368,False,False,0.0224368,0.0224368,0.0224368,0.0224368,Observed
2024-05-18,2024.0,20.0,10.9,63.3,0.1287,0.0140283,False,False,0.0140283,0.0140283,0.0140283,0.0140283,Observed
2024-05-25,2024.0,21.0,8.8,44.8,0.0871,0.0076648,False,False,0.0076648,0.0076648,0.0076648,0.0076648,Observed
2024-06-01,2024.0,22.0,8.2,51.5,0.0677,0.0055514,False,False,0.0055514,0.0055514,0.0055514,0.0055514,Observed
2024-06-08,2024.0,23.0,6.1,46.6,0.0599,0.0036539,False,False,0.0036539,0.0036539,0.0036539,0.0036539,Observed
2024-06-15,2024.0,24.0,7.7,42.4,0.0522,0.0040194,False,False,0.0040194,0.0040194,0.0040194,0.0040194,Observed
2024-06-22,2024.0,25.0,7.1,44.3,0.0559,0.0039689,False,False,0.0039689,0.0039689,0.0039689,0.0039689,Observed
2024-06-29,2024.0,26.0,7.8,48.4,0.0643,0.0050153999999999,False,False,0.0050153999999999,0.0050153999999999,0.0050153999999999,0.0050153999999999,Observed
2024-07-06,2024.0,27.0,9.1,45.9,0.0638,0.0058058,False,False,0.0058058,0.0058058,0.0058058,0.0058058,Observed
2024-07-13,2024.0,28.0,8.7,41.6,0.0604,0.0052548,False,False,0.0052548,0.0052548,0.0052548,0.0052548,Observed
2024-07-20,2024.0,29.0,7.1,38.6,0.0516,0.0036635999999999,False,False,0.0036635999999999,0.0036635999999999,0.0036635999999999,0.0036635999999999,Observed
2024-07-27,2024.0,30.0,6.0,44.0,0.0466,0.002796,False,False,0.002796,0.002796,0.002796,0.002796,Observed
2024-08-03,2024.0,31.0,5.5,37.3,0.0369,0.0020295,False,False,0.0020295,0.0020295,0.0020295,0.0020295,Observed
2024-08-10,2024.0,32.0,4.5,34.3,0.0272,0.001224,False,False,0.001224,0.001224,0.001224,0.001224,Observed
2024-08-17,2024.0,33.0,4.1,29.5,0.0187,0.0007667,False,False,0.0007667,0.0007667,0.0007667,0.0007667,Observed
2024-08-24,2024.0,34.0,4.6,35.2,0.0178,0.0008187999999999,False,False,0.0008187999999999,0.0008187999999999,0.0008187999999999,0.0008187999999999,Observed
2024-08-31,2024.0,35.0,4.1,37.5,0.0171,0.0007011,False,False,0.0007011,0.0007011,0.0007011,0.0007011,Observed
2024-09-07,2024.0,36.0,4.2,33.8,0.017,0.000714,False,False,0.000714,0.000714,0.000714,0.000714,Observed
2024-09-14,2024.0,37.0,3.5,35.9,0.0137,0.0004795,False,False,0.0004795,0.0004795,0.0004795,0.0004795,Observed
2024-09-21,2024.0,38.0,4.3,49.9,0.0123,0.0005289,False,False,0.0005289,0.0005289,0.0005289,0.0005289,Observed
2024-09-28,2024.0,39.0,3.7,35.3,0.0117,0.0004329,False,False,0.0004329,0.0004329,0.0004329,0.0004329,Observed
2024-10-05,2024.0,40.0,4.3,31.6,0.0129,0.0005547,False,False,0.0005547,0.0005547,0.0005547,0.0005547,Observed
2024-10-12,2024.0,41.0,4.3,22.6,0.0078,0.0003353999999999,False,False,0.0003353999999999,0.0003353999999999,0.0003353999999999,0.0003353999999999,Observed
2024-10-19,2024.0,42.0,3.9,29.6,0.0048,0.0001871999999999,False,False,0.0001871999999999,0.0001871999999999,0.0001871999999999,0.0001871999999999,Observed
2024-10-26,2024.0,43.0,2.9,33.5,0.005,0.000145,False,False,0.000145,0.000145,0.000145,0.000145,Observed
2024-11-02,2024.0,44.0,3.6,32.9,0.0063,0.0002268,False,False,0.0002268,0.0002268,0.0002268,0.0002268,Observed
2024-11-09,2024.0,45.0,3.9,26.8,0.0062,0.0002418,False,False,0.0002418,0.0002418,0.0002418,0.0002418,Observed
2024-11-16,2024.0,46.0,3.2,33.9,0.0052,0.0001664,False,False,0.0001664,0.0001664,0.0001664,0.0001664,Observed
2024-11-23,2024.0,47.0,3.5,32.4,0.0081,0.0002834999999999,False,False,0.0002834999999999,0.0002834999999999,0.0002834999999999,0.0002834999999999,Observed
2024-11-30,2024.0,48.0,3.9,34.5,0.0096,0.0003743999999999,False,False,0.0003743999999999,0.0003743999999999,0.0003743999999999,0.0003743999999999,Observed
2024-12-07,2024.0,49.0,3.9,38.5,0.011,0.0004289999999999,False,False,0.0004289999999999,0.0004289999999999,0.0004289999999999,0.0004289999999999,Observed
2024-12-14,2024.0,50.0,4.1,36.2,0.0109,0.0004468999999999,False,False,0.0004468999999999,0.0004468999999999,0.0004468999999999,0.0004468999999999,Observed
2024-12-21,2024.0,51.0,4.5,39.0,0.0135,0.0006075,False,False,0.0006075,0.0006075,0.0006075,0.0006075,Observed
2024-12-28,2024.0,52.0,4.9,34.4,0.035,0.001715,False,False,0.001715,0.001715,0.001715,0.001715,Observed
2025-01-04,2025.0,1.0,7.5,33.4,0.0569,0.0042675,False,False,0.0042675,0.0042675,0.0042675,0.0042675,Observed
2025-01-11,2025.0,2.0,8.6,47.0,0.0745,0.0064069999999999,False,False,0.0064069999999999,0.0064069999999999,0.0064069999999999,0.0064069999999999,Observed
2025-01-18,2025.0,3.0,9.9,43.8,0.088,0.008712,False,False,0.008712,0.008712,0.008712,0.008712,Observed
2025-01-25,2025.0,4.0,10.7,46.7,0.1054,0.0112778,False,False,0.0112778,0.0112778,0.0112778,0.0112778,Observed
2025-02-01,2025.0,5.0,10.3,34.7,0.0977,0.0100631,False,False,0.0100631,0.0100631,0.0100631,0.0100631,Observed
2025-02-08,2025.0,6.0,12.7,38.6,0.1024,0.0130047999999999,False,False,0.0130047999999999,0.0130047999999999,0.0130047999999999,0.0130047999999999,Observed
2025-02-15,2025.0,7.0,11.1,47.6,0.0871,0.0096680999999999,False,False,0.0096680999999999,0.0096680999999999,0.0096680999999999,0.0096680999999999,Observed
2025-02-22,2025.0,8.0,9.4,40.3,0.0714,0.0067116,False,False,0.0067116,0.0067116,0.0067116,0.0067116,Observed
2025-03-01,2025.0,9.0,7.2,37.9,0.0553,0.0039816,False,False,0.0039816,0.0039816,0.0039816,0.0039816,Observed
2025-03-08,2025.0,10.0,6.2,44.3,0.0367,0.0022754,False,False,0.0022754,0.0022754,0.0022754,0.0022754,Observed
2025-03-15,2025.0,11.0,5.6,47.3,0.0259,0.0014504,False,False,0.0014504,0.0014504,0.0014504,0.0014504,Observed
2025-03-22,2025.0,12.0,5.2,38.0,0.023,0.001196,False,False,0.001196,0.001196,0.001196,0.001196,Observed
2025-03-29,2025.0,13.0,4.9,45.8,0.0163,0.0007987,False,False,0.0007987,0.0007987,0.0007987,0.0007987,Observed
2025-04-05,2025.0,14.0,5.7,27.9,0.015,0.000855,False,False,0.000855,0.000855,0.000855,0.000855,Observed
2025-04-12,2025.0,15.0,5.4,40.9,0.0106,0.0005724,False,False,0.0005724,0.0005724,0.0005724,0.0005724,Observed
2025-04-19,2025.0,16.0,5.7,41.0,0.0105,0.0005985,False,False,0.0005985,0.0005985,0.0005985,0.0005985,Observed
2025-04-26,2025.0,17.0,4.5,42.1,0.0077,0.0003465,False,False,0.0003465,0.0003465,0.0003465,0.0003465,Observed
2025-05-03,2025.0,18.0,3.8,55.1,0.0091,0.0003458,False,False,0.0003458,0.0003458,0.0003458,0.0003458,Observed
2025-05-10,2025.0,19.0,4.8,44.0,0.0071,0.0003408,False,False,0.0003408,0.0003408,0.0003408,0.0003408,Observed
2025-05-17,2025.0,20.0,5.4,44.6,0.0094,0.0005076,False,False,0.0005076,0.0005076,0.0005076,0.0005076,Observed
2025-05-24,2025.0,21.0,5.0,31.8,0.0074,0.00037,False,False,0.00037,0.00037,0.00037,0.00037,Observed
2025-05-31,2025.0,22.0,4.8,28.4,0.0089,0.0004272,False,False,0.0004272,0.0004272,0.0004272,0.0004272,Observed
2025-06-07,2025.0,23.0,3.6,30.6,0.0084,0.0003024,False,False,0.0003024,0.0003024,0.0003024,0.0003024,Observed
2025-06-14,2025.0,24.0,4.1,34.0,0.0083,0.0003403,False,False,0.0003403,0.0003403,0.0003403,0.0003403,Observed
2025-06-21,2025.0,25.0,4.0,30.7,0.0144,0.000576,False,False,0.000576,0.000576,0.000576,0.000576,Observed
2025-06-28,2025.0,26.0,4.8,33.6,0.0186,0.0008927999999999,False,False,0.0008927999999999,0.0008927999999999,0.0008927999999999,0.0008927999999999,Observed
2025-07-05,2025.0,27.0,4.4,36.1,0.0261,0.0011484,False,False,0.0011484,0.0011484,0.0011484,0.0011484,Observed
2025-07-12,2025.0,28.0,4.2,36.4,0.0277,0.0011634,False,False,0.0011634,0.0011634,0.0011634,0.0011634,Observed
2025-07-19,2025.0,29.0,4.9,24.9,0.0266,0.0013034,False,False,0.0013034,0.0013034,0.0013034,0.0013034,Observed
2025-07-26,2025.0,30.0,5.0,32.9,0.0287,0.0014349999999999,False,False,0.0014349999999999,0.0014349999999999,0.0014349999999999,0.0014349999999999,Observed
2025-08-02,2025.0,31.0,5.3,20.2,0.0295,0.0015634999999999,False,False,0.0015634999999999,0.0015634999999999,0.0015634999999999,0.0015634999999999,Observed
2025-08-09,2025.0,32.0,4.0,23.9,0.0332,0.001328,False,False,0.001328,0.001328,0.001328,0.001328,Observed
2025-08-16,2025.0,33.0,4.3,35.5,0.0395,0.0016985,False,False,0.0016985,0.0016985,0.0016985,0.0016985,Observed
2025-08-23,2025.0,34.0,5.4,29.3,0.049,0.002646,False,False,0.002646,0.002646,0.002646,0.002646,Observed
2025-08-30,2025.0,35.0,6.9,33.1,0.0619,0.0042711,False,False,0.0042711,0.0042711,0.0042711,0.0042711,Observed
2025-09-06,2025.0,36.0,7.8,46.8,0.0697,0.0054366,False,False,0.0054366,0.0054366,0.0054366,0.0054366,Observed
2025-09-13,2025.0,37.0,9.2,45.1,0.0836,0.0076911999999999,False,False,0.0076911999999999,0.0076911999999999,0.0076911999999999,0.0076911999999999,Observed
2025-09-20,2025.0,38.0,13.6,49.2,0.0895,0.0121719999999999,False,False,0.0121719999999999,0.0121719999999999,0.0121719999999999,0.0121719999999999,Observed
2025-09-27,2025.0,39.0,11.7,43.4,0.1016,0.0118871999999999,False,False,0.0118871999999999,0.0118871999999999,0.0118871999999999,0.0118871999999999,Observed
2025-10-04,2025.0,40.0,11.4,41.3,0.097,0.011058,False,False,0.011058,0.011058,0.011058,0.011058,Observed
2025-10-11,2025.0,41.0,13.8,50.0,0.1202,0.0165876,False,False,0.0165876,0.0165876,0.0165876,0.0165876,Observed
2025-10-18,2025.0,42.0,17.9,55.1,0.1184,0.0211936,False,False,0.0211936,0.0211936,0.0211936,0.0211936,Observed
2025-10-25,2025.0,43.0,18.6,46.9,0.1203,0.0223758,False,False,0.0223758,0.0223758,0.0223758,0.0223758,Observed
2025-11-01,2025.0,44.0,13.7,44.3,0.0874,0.0119738,False,False,0.0119738,0.0119738,0.0119738,0.0119738,Observed
2025-11-08,2025.0,45.0,11.3,45.6,0.0773,0.0087349,False,False,0.0087349,0.0087349,0.0087349,0.0087349,Observed
2025-11-15,2025.0,46.0,9.3,50.8,0.0622,0.0057846,False,False,0.0057846,0.0057846,0.0057846,0.0057846,Observed
2025-11-22,2025.0,47.0,8.4,46.1,0.0586,0.0049224,False,False,0.0049224,0.0049224,0.0049224,0.0049224,Observed
2025-11-29,2025.0,48.0,10.2,49.5,0.0648,0.0066095999999999,False,False,0.0066095999999999,0.0066095999999999,0.0066095999999999,0.0066095999999999,Observed
2025-12-06,2025.0,49.0,10.8,46.8,0.0761,0.0082188,False,False,0.0082188,0.0082188,0.0082188,0.0082188,Observed
2025-12-13,2025.0,50.0,9.8,43.4,0.0781,0.0076538,False,False,0.0076538,0.0076538,0.0076538,0.0076538,Observed
2025-12-20,2025.0,51.0,8.0,33.7,0.0617,0.0049359999999999,False,False,0.0049359999999999,0.0049359999999999,0.0049359999999999,0.0049359999999999,Observed
2025-12-27,2025.0,52.0,7.5,35.1,0.0497,0.0037275,False,False,0.0037275,0.0037275,0.0037275,0.0037275,Observed
2026-01-03,2026.0,1.0,7.3,31.3,0.0409,0.0029856999999999,False,False,0.0029856999999999,0.0029856999999999,0.0029856999999999,0.0029856999999999,Observed
2026-01-10,2026.0,2.0,6.5,32.0,0.0392,0.002548,False,False,0.002548,0.002548,0.002548,0.002548,Observed
2026-01-17,2026.0,3.0,8.3,41.0,0.046,0.003818,False,False,0.003818,0.003818,0.003818,0.003818,Observed
2026-01-24,2026.0,4.0,7.1,36.0,0.0434,0.0030814,False,False,0.0030814,0.0030814,0.0030814,0.0030814,Observed
2026-01-31,2026.0,5.0,7.0,28.7,0.0351,0.002457,False,False,0.002457,0.002457,0.002457,0.002457,Observed
2026-02-07,2026.0,6.0,6.7,32.2,0.025,0.001675,False,False,0.001675,0.001675,0.001675,0.001675,Observed
2026-02-14,2026.0,7.0,5.4,22.4,0.0194,0.0010476,False,False,0.0010476,0.0010476,0.0010476,0.0010476,Observed
